ingredients_text,ingredients_tags,ingredients_analysis_tags,additives,additives_tags,additives_en,additives_n,allergens,allergens_en,nova_group,nutriscore_score,nutriscore_grade,serving_size,serving_quantity,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,fiber_100g,salt_100g,sodium_100g
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,45.0g,45.0,355.555555555556,4.44444444444444,,17.7777777777778,,66.6666666666667,6.66666666666667,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,5.0,c,,,234.0,12.0,2.8,18.0,0.6,13.0,,1.4,0.56
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,,,526.0,27.0,15.0,60.0,27.0,8.2,,0.69,0.276
Ingrediënten Quinoa* - Quinoa *,"en:ingredienten-quinoa,en:quinoa,en:plant","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,1.0,30.0,e,,,545.0,32.0,20.0,57.0,56.0,6.1,,0.18,0.072
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,350.0g,350.0,130.0,8.54285703386579,1.51428576878139,3.25714274815151,1.42857142857143,8.88571439470564,1.91428565979004,,
"Maltodextrin, citric acid, natural strawberry lemon flavor, rebaudioside A (from stevia leaf extract), microcrystalline cellulose, calcium phosphate","en:maltodextrin,en:e330,en:natural-strawberry-lemon-flavor,en:rebaudioside-a,en:e460i,en:e460,en:e341,en:e960","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e330,en:e460,en:e460i,en:e960","E330 - Citric acid,E460 - Cellulose,E460i - Microcrystalline cellulose,E960 - Steviol glycosides",3.0,,,4.0,,unknown,,,,,,,,,,,
Processor  Memory (RAM)  Storage  Display  Battery  Keyboard and Touchpad  Wireless Connectivity  Ports  Camera and Microphone  Speakers  Build Materials  Operating System,"en:processor-memory,en:storage-display-battery-keyboard-and-touchpad-wireless-connectivity-ports-camera-and-microphone-speakers-build-materials-operating-system,en:ram","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,"en:peanuts,en:Strontium-90,en:Uranuim-235",,,,unknown,One (1) Laptop,,,,,,,,,,
"Multictain Flakes (83.9%) [Rotted at 7%), Wheat Flakes (35%) (Wheat, lodised Salt, Malt Extract, Emulsifier (INS 322) & Antioxidant (INS 320) Corn Flakes (11.9%) (Corn Grits, lodised Salt, Malt Extract, Emulsifier (INS 322) & Antioxidant (INS 320)1, Apple Juice Concentrate (10%), Dried Fruits & Nuts (5%) [Sliced Almonds (2.5%), Raisins (2.5%)], Emulsifier (INS 322) Flavours [Artificial (Red Apple) & Natural flavouring substances] & Antioxidant (INS 320) STORAGE INSTRUCTIONS: 1. Not to be consumed if seal is broken 2. Secure lid tightly after every use 3. Store in dry place and away from heat and light. ALLERGEN: Contains Soy, Wheat, Oats, Barley & Nut","en:multictain-flakes,en:emulsifier,en:flavouring,en:antioxidant,en:storage-instructions,en:rotted-at,en:wheat-flakes,en:cereal,en:wheat,en:lodised-salt,en:malt-extract,en:extract,en:malt,en:vegetable-extract,en:corn-flakes,en:corn,en:cornmeal,en:1,en:apple-juice,en:fruit,en:juice,en:malaceous-fruit,en:apple,en:fruit-juice,en:dried-fruits,en:nut,en:almond,en:tree-nut,en:raisin,en:berries,en:grape,en:e322,en:artificial-flavouring,en:natural-flavouring,en:e320,en:not-to-be-consumed-if-seal-is-broken-2,en:secure-lid-tightly-after-every-use-3,en:store-in-dry-place-and-away-from-heat-and-light,en:red-apple","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e320,en:e322","E320 - Butylated hydroxyanisole (bha),E322 - Lecithins",2.0,"en:gluten,en:nuts,en:soybeans",,4.0,1.0,b,100g,100.0,392.34,3.78,0.54,80.8,8.62,8.78,6.34,0.5087,0.20348
,,"en:vegan,en:vegetarian",,,,,,,,24.0,e,,,399.0,8.0,2.0,3.9,2.1,76.0,2.9,3.66,1.464
,,,,,,,,,,,unknown,20.0g,20.0,360.0,12.0,1.5,10.0,10.0,40.0,28.0,,
,,,,,,,,,,24.0,e,,,332.0,9.6,6.8,52.5,48.0,8.8,,0.26,0.104
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
"Inulin, Guar Gum, Natural Flavors (Key Lime, Lime, Vanilla), Citric Acid, Malic Acid, Steviol Glycosides (Rebaudiosides M, A)","en:inulin,en:fiber,en:vegetable-fiber,en:e412,en:natural-flavouring,en:flavouring,en:e330,en:e296,en:e960,en:key-lime,en:lime,en:fruit,en:citrus-fruit,en:vanilla,en:plant,en:rebaudiosides-m","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e296,en:e330,en:e412,en:e960","E296 - Malic acid,E330 - Citric acid,E412 - Guar gum,E960 - Steviol glycosides",4.0,,,4.0,,unknown,2.25g,2.25,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
quinoa 100%,"en:quinoa,en:plant","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,,unknown,,,343.0,5.0,,58.5,,12.7,6.6,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,497.0,26.3,16.4,40.0,40.0,25.0,,0.4,0.16
,,"en:vegan,en:vegetarian",,,,,,,,19.0,e,30.0g,30.0,372.0,2.4,1.0,1.3,1.1,85.0,1.5,3.1,1.24
,,,,,,,,,,,unknown,156.0g,156.0,170.0,4.5,3.0,20.0,12.0,15.0,1.0,,
,,,,,,,,,,,unknown,140-200 g,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,2.0,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,128.0g,128.0,240.0,16.0,5.0,,,22.0,,,
Organic Medjool Dates,"en:medjool-dates,en:fruit,en:date","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,,not-applicable,15g,15.0,273.0,0.0,0.0,73.3,66.7,6.67,6.67,0.117,0.0467
"Céréales (30%) (farine de blé, farine d'avoine, farine de maïs, farine de riz), composé choc (20%) (sucre, graisse végétale hydrogénée, solides du lait, cacao en poudre, émulsifiants [lécithine de soja, E492, E476]), sucre, sirop de glucose, sirop inverti, extrait sec de glucose, protéine de blé, huile de tournesol, extrait de malt d'orge, mélasse, humectant (glycérol), sel, sucre caramélisé, lait écrémé en poudre, agent levant (bicarbonate de sodium), arôme naturel, émulsifiant (lécithine de soja) , colorants (paprika, curcuma), extrait de romarin.","en:cereal,fr:compose-choc,en:sugar,en:glucose-syrup,en:glucose,fr:sirop-inverti,fr:extrait-sec-de-glucose,en:wheat-protein,en:protein,en:vegetable-protein,en:sunflower-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:vegetable-oil,en:barley-malt-extract,en:malt,en:malted-barley,en:molasses,en:humectant,en:salt,en:caramelised-sugar,en:skimmed-milk-powder,en:dairy,en:milk-powder,en:raising-agent,en:natural-flavouring,en:flavouring,en:emulsifier,en:colour,en:e392,en:wheat-flour,en:flour,en:wheat,en:cereal-flour,en:oat-flour,en:corn-flour,en:corn,en:rice-flour,en:rice,en:hydrogenated-vegetable-fat,en:fat,en:hydrogenated-fat,en:vegetable-fat,fr:solides-du-lait,en:cocoa-powder,en:cocoa,en:e422,en:e500,en:soya-lecithin,en:e322,en:paprika,en:vegetable,en:bell-pepper,en:spice,en:turmeric,en:e492,en:e476","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,"en:e322,en:e322i,en:e392,en:e422,en:e476,en:e492,en:e500,en:e500ii","E322 - Lecithins,E322i - Lecithin,E392 - Extracts of rosemary,E422 - Glycerol,E476 - Polyglycerol polyricinoleate,E492 - Sorbitan tristearate,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate",6.0,"en:gluten,en:soybeans",,4.0,,,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,250.0g,250.0,111.0,7.80000019073486,2.5,2.70000004768372,2.0,6.80000019073486,,,
,,,,,,,,,,,not-applicable,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,0.0,0.0
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,181.0g,181.0,276.243093922652,18.7845303867403,9.39226519337017,,9.39226519337017,14.3646408839779,0.552486187845304,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,15.0g,15.0,284.0,26.0,2.40000009536743,7.69999980926514,3.09999990463257,1.10000002384186,,,
,,,,,,,,,,7.0,c,5.0g,5.0,598.0,52.54,4.86,21.15,4.86,21.15,10.9,0.01875,0.0075
,,,,,,,,,2.0,,unknown,,,,,0.0,,0.0,,,,
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,26.0g,26.0,354.0,10.0,1.60000002384186,16.0,2.5,39.0,20.0,,
,,,,,,,,,,,unknown,100.0g,100.0,327.0,5.0,1.7,9.0,8.0,49.0,27.0,,
Magnesiumoxid,en:e530,"en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,,not-applicable,"2,67",,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,5.0,36.0,5.0,48.0,40.0,2.0,,1.0,0.4
,,,,,,,,,,,unknown,100.0g,100.0,332.0,0.800000011920929,0.400000005960464,12.8000001907349,0.100000001490116,65.3000030517578,6.40000009536743,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,99.0,100.0,4.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,unknown,30.0g,30.0,16.0,,,3.9,0.8,,6.0,,
,,,,,,,,,,,unknown,100.0g,100.0,533.0,24.9500007629395,4.84000015258789,35.3800010681152,2.40000009536743,12.3000001907349,11.0,,
,,,,,,,,,,-2.0,a,,,32.0,0.3,0.1,5.3,3.9,0.9,,0.42,0.168
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,20.0g,20.0,72.0,1.12,0.4,7.3,,8.0,2.4,,
,,,,,,,,,,,unknown,,,,,,,,,,,
"Proteína isolada de soia, frutose, fibra de aveia,inule e doreto de potássio, triglicerídeos de cadeia média, caseinato de calc, rn de leite, mix de vitaminas e minerais (maltodextrina, ortofosfato fémica ia de sódio, sulfato de zinco, niacinamida, vitamina A, gluconato de cobe De e ácido fólico), fosfato de cálcio dibásico, óxido de magnésio, estabiliane espessantes goma xantana, carragena e pectina, antiumectante dichi de de soja, corante natural vermelho de beterraba, aromatizante e eduilcorae anganes, vitamina B6 jodeto de notássio, vitamina B12, GLUITE CONTEM DERIVADOS DE AVEIA, LEITE, PEIXE* E SOJA. Proveniente da gelatina de peixe utilizada para proteção da Vitamina A. CONTEM Formulação exclusiva da: HERBALIFE INTERNATIONAL OF AMERICA, INC. Los Angeles, CA 90080-021 SA Para: HERBALIFE INTERNATIONAL DO BRASIL LTDA., Rua Marina Ciufuli Zanfelice, 371-Lapa-CEP 06us CNP): 61.297.78410003-18. Indústria Brasileira. CNP): 00.292.858/0001-77. TRATIVAValidade e Lote: vide impressão Produto isento da obrigatoriedade de reqistro 7de 06 de Agst-t MAGEM","pt:proteina-isolada-de-soia,en:fructose,en:added-sugar,en:monosaccharide,en:oat-fiber,en:fiber,en:vegetable-fiber,pt:inule-e-doreto-de-potassio,pt:triglicerideos-de-cadeia-media,pt:caseinato-de-calc,pt:rn-de-leite,pt:mix-de-vitaminas-e-minerais,pt:fosfato-de-calcio-dibasico,en:e530,pt:estabiliane-espessantes-goma-xantana,pt:carragena-e-pectina,pt:antiumectante-dichi-de-de-soja,pt:corante-natural-vermelho-de-beterraba,pt:aromatizante-e-eduilcorae-anganes,pt:vitamina-b6-jodeto-de-notassio,en:vitamin-b12,pt:gluite-contem-derivados-de-aveia,en:milk,en:dairy,en:fish,en:soya,pt:proveniente-da-gelatina-de-peixe-utilizada-para-protecao-da-vitamina-a,pt:contem-formulacao-exclusiva-da,pt:inc,pt:los-angeles,pt:ca-90080-021-sa-para,pt:rua-marina-ciufuli-zanfelice,pt:371-lapa-cep-06us-cnp,pt:00-292-858,pt:0001-77,pt:trativavalidade-e-lote,en:maltodextrin,pt:ortofosfato-femica-ia-de-sodio,en:zinc-sulfate,en:minerals,en:zinc,pt:niacinamida,en:vitamin-a,en:vitamins,pt:gluconato-de-cobe-de-e-acido-folico,pt:herbalife-international-of-america,pt:herbalife-international-do-brasil-ltda,pt:61-297-78410003-18,pt:industria-brasileira,pt:cnp,pt:vide-impressao-produto-isento-da-obrigatoriedade-de-reqistro-7de-06-de-agst-t-magem","en:palm-oil-content-unknown,en:non-vegan,en:non-vegetarian",,,,0.0,"en:fish,en:milk,en:soybeans",,,,not-applicable,,,,,,,,,,,
,,,,,,,,,,,unknown,,,375.0,25.0,8.2,2.5,1.3,35.0,,3.4,1.36
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
contains walnut; produced on equipment that also handles almonds and cashews.,en:produced-on-equipment-that-also-handles-almonds-and-cashews,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,,,,,,,,,,,
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,not-applicable,,,,,,,,,,,
,,,,,,,,,,,unknown,30.0g,30.0,400.0,3.33333333333333,1.66666666666667,3.33333333333333,,86.6666666666667,,,
,,,,,,,,,,,unknown,,,129.0,4.9,3.1,16.3,16.3,4.4,,0.25,0.1
Chia Samen,"en:chia,en:seed","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,,unknown,100g,100.0,,31.1,,4.5,0.8,21.2,31.4,0.03,0.012
Raw Manuka Honey,"en:manuka-honey,en:added-sugar,en:honey","en:palm-oil-free,en:non-vegan,en:vegetarian",,,,0.0,,,,,unknown,21g,21.0,286.0,0.0,,71.4,57.1,0.0,,0.0,0.0
,,,,,,,,,,,unknown,15.0g,15.0,348.0,0.400000005960464,0.100000001490116,3.59999990463257,3.20000004768372,84.0,0.400000005960464,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,30.0g,30.0,386.666666666667,7.63333320617676,5.9333332379659,6.89999977747599,3.79999995231628,70.0,,,
"Kashi sept grains entiers et mélange de sésame (entier: blé rouge dur, riz brun, orge, triticale, avoine, seigle, sarrasin, graines de sésame), flocons de soja, sirop de riz brun, sirop de canne séché, fibre de racine de chicorée, avoine à grains entiers, huile de canola pressée, miel, sel, cannelle, mélange concentré de tocophérols (vitamine E) pour la fraîcheur.","fr:kashi-sept-grains-entiers-et-melange-de-sesame,en:soy-flakes,en:soya,fr:sirop-de-riz-brun,fr:sirop-de-canne-seche,fr:fibre-de-racine-de-chicoree,fr:avoine-a-grains-entiers,en:canola-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:rapeseed-oil,en:honey,en:salt,en:cinnamon,en:spice,fr:melange-concentre-de-tocopherols,fr:pour-la-fraicheur,fr:entier,en:brown-rice,en:rice,en:barley,en:cereal,fr:triticale,en:oat,en:rye,en:buckwheat,en:sesame-seeds,en:seed,en:sesame,en:e306,fr:ble-rouge-dur","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,en:e307,E307 - Alpha-tocopherol,1.0,"en:gluten,en:soybeans",,3.0,,,,,228.0,10.8,7.3,28.5,5.5,0.0,0.0,0.0,0.0
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,0.0,0.0
Dragon Fruit (100%),en:dragon-fruit,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,17.0,d,,,393.0,5.4,0.0,79.0,54.0,7.1,5.0,0.0,0.0
"Dulce de leche, harina de trigo enriquecida según ley 25630 (harina de trigo, hierro, ácido fólico, tiamina, riboflavina, niacina),, azúcar, margarina vegetal, huevo, agua, jarabe de maíz de alta fructosa, aromatizante (vainillina)","en:sweetened-condensed-semi-skimmed-milk,en:dairy,en:milk,en:condensed-milk,en:sweetened-condensed-milk,es:harina-de-trigo-enriquecida-segun-ley-25630,en:cereal,en:flour,en:wheat,en:cereal-flour,en:wheat-flour,en:sugar,en:added-sugar,en:disaccharide,en:vegetable-margarine,en:margarine,en:egg,en:water,en:high-fructose-corn-syrup,en:monosaccharide,en:fructose,en:glucose,en:corn-syrup,en:glucose-fructose-syrup,en:flavouring,en:iron,en:minerals,en:folic-acid,en:folate,en:thiamin,en:e101,en:e375,en:vanillin","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",,,,0.0,"en:eggs,en:gluten",,4.0,,unknown,50 g,50.0,304.0,10.8,4.4,44.0,,7.8,0.0,0.376,0.15
,,,,,,,,,,,unknown,,,,,,,,,,0.0,0.0
,,,,,,,,,,,unknown,40.0g,40.0,372.0,0.889999985694885,0.680000007152557,4.82999992370605,0.620000004768372,85.3000030517578,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,1g,1.0,261.4,10.2,3.6,22.5,4.9,17.5,3.8,,
,,,,,,,,,,,unknown,,,,12.1,3.4,18.1,1.9,5.9,,0.7,0.28
,,,,,,,,,,,unknown,31 g,31.0,581.0,54.8,16.1,19.4,3.23,19.7,9.68,0.524,0.21
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,532.0,30.28,19.3,59.12,37.72,5.68,,0.27,0.108
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,472.0,19.0,11.0,69.0,65.0,5.7,,0.12,0.048
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,419.0g,419.0,58.0,0.600000023841858,0.400000005960464,11.0,1.20000004768372,1.39999997615814,0.699999988079071,,
,,,,,,,,,,,unknown,410.0g,410.0,50.2439024390244,0.268292688741917,,2.4390243902439,,0.292682938459443,0.121951219512195,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,2.0,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,1 portion (115 g),115.0,177.0,11.3,4.96,2.52,0.522,15.7,0.783,0.53,0.212
,,,,,,,,,,,unknown,57 gr,57.0,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,2 wrap (28 g),28.0,214.0,0.0,0.0,7.14,0.0,39.3,3.57,1.07,0.429
